OWNER_NAME,Borough,Latitude,Longitude
AMSTUTZ FAMILY IRREVOCABLE TRUST DATED 0 3/19/2010,MANHATTAN,40.774386,-73.983399
"MILLHAUSER, LISA NOVICK",MANHATTAN,40.774386,-73.983399
"MARGOLIN, CHARLES LANCE",MANHATTAN,40.774386,-73.983399
WEINER FAMILY TRUST,MANHATTAN,40.774386,-73.983399
JED A. SILVER TRUST AGREEMENT,MANHATTAN,40.774386,-73.983399
"155 WEST 66, LLC",MANHATTAN,40.774386,-73.983399
155 W 66 CLUB ASSOCIATION,MANHATTAN,40.774386,-73.983399
"EDWIN L. SOLOT, JR., AS TRUSTEE",MANHATTAN,40.774386,-73.983399
"BELLER, NATALIE M",MANHATTAN,40.774386,-73.983399
LISA LOKE LIVING TRUST DATED,MANHATTAN,40.774386,-73.983399
"OVERCASH HOLDINGS, LLC",MANHATTAN,40.774386,-73.983399
"GRUESKIN, WILLIAM",MANHATTAN,40.774386,-73.983399
"B. HOLDCO, LLC",MANHATTAN,40.774386,-73.983399
"MANHATTAN STRATFORD ARMS, INC.",MANHATTAN,40.776376,-73.980355
"266 WEST 71ST STREET, LLC",MANHATTAN,40.778682,-73.983914
AIMCO,MANHATTAN,40.779876,-73.982553
"BEACON BROADWAY COMPANY,",MANHATTAN,40.780622,-73.981412
242 WEST 76 REALTY LLC,MANHATTAN,40.78197,-73.98161
NY BROADWAY HOTEL OWNER LLC,MANHATTAN,40.782137,-73.98092
LOPHIJO REALTY CORP.,MANHATTAN,40.782253,-73.980898
TOURO COLLEGE,MANHATTAN,40.771898,-73.9911
TOURO COLLEGE,MANHATTAN,40.771898,-73.9911
TOURO COLLEGE,MANHATTAN,40.771898,-73.9911
TOURO COLLEGE,MANHATTAN,40.771898,-73.9911
RIVERSIDE STUDIOS LLC,MANHATTAN,40.779462,-73.985803
"305 WEST END PROPERTY, LLC",MANHATTAN,40.78135,-73.983372
EXCELSIOR,MANHATTAN,40.782597,-73.973026
117 WEST 79TH OWNER LLC,MANHATTAN,40.782276,-73.976229
106 WEST 83RD STREET,MANHATTAN,40.78476,-73.974149
"108 W. 83RD STREET SPECIAL, LLC",MANHATTAN,40.784779,-73.974192
GRAND AMERICA ASSOCIATES,MANHATTAN,40.78335,-73.97819
"EUCLID HALL HOUSING DEVELOPMENT FUND COM PANY, INC.",MANHATTAN,40.787697,-73.97704
"AMDA, INC.",MANHATTAN,40.787178,-73.975906
BELNORD HOTEL CORP,MANHATTAN,40.78852,-73.97488
201 WEST 87TH STREET LLC,MANHATTAN,40.788457,-73.974465
SENATE RESIDENC OWRSINC,MANHATTAN,40.791646,-73.972607
WINDERMERE OWNERS LLC,MANHATTAN,40.793033,-73.974817
NARRAGANSETT HSG ETC.,MANHATTAN,40.792999,-73.972975
BEVERLEY HOTEL ASSOCIATES LLC,MANHATTAN,40.793441,-73.972657
2528 BROADWAY REALTY LLC D/B/A NEWTON HO TEL,MANHATTAN,40.793661,-73.972498
"201 WEST 95TH STREETREALTY,",MANHATTAN,40.793485,-73.970794
"GRAND IMPERIAL, LLC",MANHATTAN,40.784531,-73.981562
COSMOPOLITAN BROADCASTING CORP,MANHATTAN,40.785574,-73.981713
"BRANDON HOUSING DEVELOPMENT FUND COMPANY , INC.",MANHATTAN,40.788653,-73.979452
DEXTER PROPERTIES L L,MANHATTAN,40.789773,-73.979936
"CAMBRIDGE AFFILIATES,",MANHATTAN,40.789567,-73.979448
350 REALTY CO,MANHATTAN,40.790662,-73.97805
PR 307 WEST 93 LLC,MANHATTAN,40.793469,-73.974936
ESPLANADE 94 LLC,MANHATTAN,40.794114,-73.974567
ESPLANADE 94 LLC,MANHATTAN,40.794125,-73.974596
CLOVER HOUSING DEVELOPMENT FUND CORPORAT ION,MANHATTAN,40.794205,-73.974734
"315 MONTROYAL, LLC",MANHATTAN,40.794177,-73.974676
RB ESTATES LLC,MANHATTAN,40.794825,-73.974296
"330 CONTINENTAL, LLC",MANHATTAN,40.794918,-73.974517
"44TH STREET HOTEL OWNER, L.P.",MANHATTAN,40.754814,-73.981935
THE PRINCETON CLUB OF N Y,MANHATTAN,40.754503,-73.981195
MANSFIELD REALTY I LLC,MANHATTAN,40.755077,-73.980661
UNIVERSITY PA TRSTEES,MANHATTAN,40.755255,-73.981087
REGENCY 44TH STREET LLC,MANHATTAN,40.755555,-73.981754
"CITY CLUB HOTEL REALTY, LLC",MANHATTAN,40.755516,-73.98166
IROQUOIS HOTEL HOLDINGS LLC,MANHATTAN,40.755439,-73.981476
KSSNY INC.,MANHATTAN,40.75542,-73.981429
NEW YORK YACHT CLUB CORP.,MANHATTAN,40.755362,-73.981292
HARVARD CLUB OF NEW YORK CITY,MANHATTAN,40.755244,-73.981014
MIDTOWN SOUTH OWNER LLC,MANHATTAN,40.755963,-73.980823
"WATERSCAPE RESORT II, LLC",MANHATTAN,40.756241,-73.98148
"WATERSCAPE RESORT II, LLC",MANHATTAN,40.756241,-73.98148
ASPINDEN SM LLC,MANHATTAN,40.755755,-73.980285
"CS HOTEL 30W46TH, LLC",MANHATTAN,40.756504,-73.980173
"WENTWORTH HOTEL, LLC",MANHATTAN,40.756803,-73.980841
WOMENS NATL REPB CLUB,MANHATTAN,40.759298,-73.977032
SCCQ ROCK HOTEL LLC,MANHATTAN,40.759866,-73.978385
SCCQ ROCK HOTEL LLC,MANHATTAN,40.759866,-73.978385
"11 WEST 51 REALTY, LLC",MANHATTAN,40.759482,-73.977468
"11 WEST 51 REALTY, LLC",MANHATTAN,40.759482,-73.977468
SUNFLOWER AMERICAN CAPITAL LTD.,MANHATTAN,40.760972,-73.977172
SILVER AUTUMN HTL CORP,MANHATTAN,40.762487,-73.978521
UNIVERSITY CLUB INC (THE),MANHATTAN,40.761139,-73.975316
LGMT 700 FIFTH LLC,MANHATTAN,40.761304,-73.975194
RONBET WEST 55TH STREET LLC,MANHATTAN,40.762248,-73.976269
FIFTY FIFTH STREET,MANHATTAN,40.76219,-73.976132
18-22 WEST 56TH STREET LLC,MANHATTAN,40.762649,-73.975323
18-22 WEST 56TH STREET LLC,MANHATTAN,40.762668,-73.97537
18-22 WEST 56TH STREET LLC,MANHATTAN,40.762687,-73.975417
BDC 56 LLC,MANHATTAN,40.762621,-73.975211
"METROPOLITAN 58TH STREET ASSOCIATES, LLC",MANHATTAN,40.764361,-73.975189
"1414 HOLDINGS, L.L.C.",MANHATTAN,40.764735,-73.976885
SYMPHONY CP ( PARK LANE ) OWNER LLC,MANHATTAN,40.765039,-73.974759
"MP8 CPS HOTEL OWNER, LLC",MANHATTAN,40.765163,-73.975051
MPE HOTEL I (NEW YORK),MANHATTAN,40.765163,-73.975051
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"KONDO ENTERPRISES, INC.",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"CHIA, MICHAEL",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"CHARLES ZELEN, LLC",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"ACSERVICE CO., LTD.",MANHATTAN,40.764155,-73.973951
YPSILON INC.,MANHATTAN,40.764155,-73.973951
"NAKATANI, MASAHIRO",MANHATTAN,40.764155,-73.973951
"WATERLOO PLAZA 1221, L.P.",MANHATTAN,40.764155,-73.973951
768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"AKITA, YOSHITERU",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"REAL PROPERTIES, INC.",MANHATTAN,40.764155,-73.973951
HC PLAZA LLC,MANHATTAN,40.764155,-73.973951
"MESOLOGITES, PETER",MANHATTAN,40.764155,-73.973951
768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951
"GULDKULA, HAAKAN ANDERSON",MANHATTAN,40.764155,-73.973951
"ADLER, RICHARD M",MANHATTAN,40.764155,-73.973951
CRYSTAL INN COMPANY LLC,MANHATTAN,40.764155,-73.973951
SEN REAL ESTATE INVESTMENTS LLC,MANHATTAN,40.764155,-73.973951
"ANDERSON, HAAKAN B",MANHATTAN,40.764155,-73.973951
BLUE VISTAS LLC,MANHATTAN,40.764155,-73.973951
"HOMMA, TAKASHI",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"JAMES B. CARTY REAL ESTATE, LLC",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
PLAZA 1108 LLC,MANHATTAN,40.764155,-73.973951
"TRANSAMERICAN PROPERTIES, INC.",MANHATTAN,40.764155,-73.973951
"ANDERSON, HAAKAN B",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SEVEN SIGNATURES INTERNATIONAL CORPORATI ON,MANHATTAN,40.764155,-73.973951
"NAKANO, YOICHIRO",MANHATTAN,40.764155,-73.973951
"PLAZA LUXURY REAL ESTATE, LLC",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"KAMEI, YOSHIAKI",MANHATTAN,40.764155,-73.973951
"HOURANI, HAYEL",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
GANTON PROPERTY LLC,MANHATTAN,40.764155,-73.973951
"KIM, MINSUN",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"WOLK, HOWARD",MANHATTAN,40.764155,-73.973951
"NAKANO, YOICHIRO",MANHATTAN,40.764155,-73.973951
CT PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"NEW YORK PLAZA HOTEL ROOM, LLC",MANHATTAN,40.764155,-73.973951
NY PLAZA HOTEL ROOM LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SANAE YOSHIDA,MANHATTAN,40.764155,-73.973951
768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951
"BABA, NARUATSU",MANHATTAN,40.764155,-73.973951
"DONGWHA USA, INC.",MANHATTAN,40.764155,-73.973951
"CAPS, YUGEN KAISHA",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"DOSWELL VENTURES, LLC",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
HORIZON TOWER LTD.,MANHATTAN,40.764155,-73.973951
"SAKAI, HIROAKI",MANHATTAN,40.764155,-73.973951
"ISHIWATARI, SHINSUKE",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"HELWANI, PENINA",MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
"ACSERVICE CO., LTD",MANHATTAN,40.764155,-73.973951
768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
SAHARA PLAZA LLC,MANHATTAN,40.764155,-73.973951
768 PLAZA SUITES LLC,MANHATTAN,40.764155,-73.973951
VERILEN REPRODUCTIONS,MANHATTAN,40.752058,-73.981466
NYC VALUE ADDED I LLC,MANHATTAN,40.751906,-73.979243
"TAK HOSPITALITY, LLC",MANHATTAN,40.7529,-73.981297
"299 MADISON HOTEL, LLC",MANHATTAN,40.752101,-73.979416
CORNELL CENTER NY INC,MANHATTAN,40.754605,-73.979538
NYC TRANSIT,MANHATTAN,40.751862,-73.977034
RHC OPERATING LLC,MANHATTAN,40.754538,-73.977398
E 46 GROUP LLC,MANHATTAN,40.755669,-73.978184
1248 ASSOCIATES LLC,MANHATTAN,40.756978,-73.977408
ARCHDIOCESE/N.Y.,MANHATTAN,40.758114,-73.975393
OMI BERSHIRE CORP.,MANHATTAN,40.759212,-73.97462
"ELYSEE HOTEL, LLC",MANHATTAN,40.760126,-73.973227
QIA SR NY HOTEL LLC,MANHATTAN,40.761559,-73.974681
"SKILTON, ELISA YIXIA",MANHATTAN,40.761559,-73.974681
BRUCE NEWBERG AS TRUSTEE,MANHATTAN,40.761559,-73.974681
"ST REGIS RESIDENCE CLUB, NEW YORK INC",MANHATTAN,40.761559,-73.974681
KOSMOS MANAGEMENT LLC,MANHATTAN,40.761559,-73.974681
"ST REGIS RESIDENCE CLUB, NEW YORK INC.",MANHATTAN,40.761559,-73.974681
"FELDMAN, IRIS F",MANHATTAN,40.761559,-73.974681
"ZIEGLER, JOHN",MANHATTAN,40.761559,-73.974681
ONTARIO INC.,MANHATTAN,40.761559,-73.974681
"ST. REGIS RESIDENCE CLUB, NEW YORK INC.",MANHATTAN,40.761559,-73.974681
FIFTH AND FIFTY-FIFTH CONDOMINIUM,MANHATTAN,40.761559,-73.974681
"FIFTH AND FIFTY-FIFTH RESIDENCE CLUB ASS OCIATION,",MANHATTAN,40.761559,-73.974681
FIFTH & FIFTY-FIFTH RESIDENCE CLUB,MANHATTAN,40.761559,-73.974681
"ALL FIVES, LLC",MANHATTAN,40.761559,-73.974681
WILLIAM FRIEDBERG AS TRUSTEE,MANHATTAN,40.761559,-73.974681
"ST. REGIS RESIDENCE CLUB, NEW YORK INC.",MANHATTAN,40.761559,-73.974681
"FIFTH AND FIFTY-FIFTH RESIDENCE CLUB ASS OCIATION,",MANHATTAN,40.761559,-73.974681
MYNT PEARL 66 LLC,MANHATTAN,40.761559,-73.974681
"ST. REGIS RESIDENCE CLUB, NEW YORK INC.",MANHATTAN,40.761559,-73.974681
DAYTONA 5-55 LLC,MANHATTAN,40.761559,-73.974681
"ROBERT A. MCCABE, JR., AS TRUSTEE",MANHATTAN,40.761559,-73.974681
NFA HOLDINGS LIMITED,MANHATTAN,40.761559,-73.974681
"ST. REGIS RESIDENCE CLUB, NEW YORK INC.",MANHATTAN,40.761559,-73.974681
SECOYA PARTNERS LLC D/B/A SECOYA PARTNER S OF DELAW,MANHATTAN,40.761559,-73.974681
SECOYA PARTNERS LLC D/B/A SECOYA PARTNER S,MANHATTAN,40.761559,-73.974681
"ST. REGIS RESIDENCE CLUB, NEW YORK INC.",MANHATTAN,40.761559,-73.974681
QIA SR NY CONDO LLC,MANHATTAN,40.761559,-73.974681
"UNIT 1011, LLC",MANHATTAN,40.761559,-73.974681
"UNIT 1015, LLC",MANHATTAN,40.761559,-73.974681
"ST. REGIS RESIDENCE CLUB, NEW YORK INC.",MANHATTAN,40.761559,-73.974681
"GHP WATER STREET, LLC",MANHATTAN,40.761559,-73.974681
"ST. REGIS RESIDENCE CLUB, NEW YORK INC.",MANHATTAN,40.761559,-73.974681
QIA SR NY CONDO LLC,MANHATTAN,40.761559,-73.974681
THE BOARD OF DIRECTORS OF THE FIFTH,MANHATTAN,40.761559,-73.974681
"HWC 2 EAST 55, LLC",MANHATTAN,40.761559,-73.974681
QIA SR NY CONDO LLC,MANHATTAN,40.761559,-73.974681
"527 HARBOR POINT, LLC",MANHATTAN,40.761559,-73.974681
QIA SR NY CONDO LLC,MANHATTAN,40.761559,-73.974681
"KERSHNER, VANCE",MANHATTAN,40.761559,-73.974681
"KERSHNER, VANCE",MANHATTAN,40.761559,-73.974681
QIA SR NY CONDO LLC,MANHATTAN,40.761559,-73.974681
JANE P. FITZPATRICK MARITAL TRUST,MANHATTAN,40.761559,-73.974681
"SVO RESIDENCE CLUB SALES OF NEW YORK, IN C",MANHATTAN,40.761559,-73.974681
MALDIVAS USA INC,MANHATTAN,40.761559,-73.974681
QIA SR NY CONDO LLC,MANHATTAN,40.761559,-73.974681
FIFTH AVENUE HOTEL SUITES LLC,MANHATTAN,40.761559,-73.974681
QIA SR NY CONDO LLC,MANHATTAN,40.761559,-73.974681
GREENPOINT-GOLDMAN CORP,MANHATTAN,40.762088,-73.971862
HOTEL GRAND CENTRAL LLC,MANHATTAN,40.752474,-73.974446
451 LEXINGTON REALTY LLC,MANHATTAN,40.753138,-73.974803
ROGER SMITH NEW YORK LLC,MANHATTAN,40.75471,-73.973655
SJM 145 ASSOCIATES LLC,MANHATTAN,40.754367,-73.973117
48TH STREET HOTEL LLC,MANHATTAN,40.755062,-73.972868
"DIAMONDROCK NY LEX OWNER, LLC",MANHATTAN,40.75496,-73.973471
"111 EAST 48TH STREET HOLDINGS, LLC",MANHATTAN,40.75555,-73.973979
"LEXINGTON AVENUE HOTEL, L.P.",MANHATTAN,40.755685,-73.972943
"LEXINGTON HOLDING ASSOCIATES, LLC",MANHATTAN,40.755232,-73.972969
DCH LEX PROPCO SUB LP,MANHATTAN,40.756162,-73.972593
145 EAST 49TH STREET,MANHATTAN,40.75564,-73.97225
SAN CARLOS BLDG CO,MANHATTAN,40.75623,-73.971752
UNAVAILABLE OWNER,MANHATTAN,40.756648,-73.974358
UNAVAILABLE OWNER,MANHATTAN,40.756648,-73.974358
"125 EAST 50TH STREET CO., LLC",MANHATTAN,40.756587,-73.972283
"KIMBERLY HOLDINGS, LLC",MANHATTAN,40.756266,-73.971792
"KIMBERLY HOLDINGS, LLC",MANHATTAN,40.75623,-73.971702
"155 EAST 50TH STREET CO., LLC",MANHATTAN,40.756206,-73.971644
"RLJ III - DBT METROPOLITAN MANHATTAN, LP",MANHATTAN,40.756917,-73.972044
DIAMONDROCK MANHATTAN,MANHATTAN,40.757435,-73.9696
THE BROOK INC,MANHATTAN,40.759434,-73.971541
"CARVI PROPERTIES, INC",MANHATTAN,40.759364,-73.969484
NYC 55 CORP,MANHATTAN,40.759815,-73.970502
111 E 56TH ST INC,MANHATTAN,40.760701,-73.970671
JOLLY TINKER INC,MANHATTAN,40.760564,-73.969386
SOL GOLDMAN INVESTMENTS LLC,MANHATTAN,40.760641,-73.969353
SOL GOLDMAN INVESTMENTS LLC,MANHATTAN,40.76083,-73.969216
DK WGC FEE OWNER LLC,MANHATTAN,40.750415,-73.973635
"HOSPITALITY FINANCE COMPANY TWO, LLC",MANHATTAN,40.751104,-73.973137
837 SECOND AVE REALTY LLC,MANHATTAN,40.751548,-73.970964
UNAVAILABLE OWNER,MANHATTAN,40.751809,-73.972876
234 EAST 46TH STREET PROPERTY OWNER LLC,MANHATTAN,40.752942,-73.97171
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
UNAVAILABLE OWNER,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
